@relation 'Station 46001_X150.214.94.234.71.3.28.48_3.arff'

@attribute pres numeric
@attribute WSPD numeric
@attribute GST numeric
@attribute WVHT numeric
@attribute DPD numeric
@attribute APD numeric
@attribute MWD numeric
@attribute PRES numeric
@attribute ATMP numeric
@attribute WTMP numeric
@attribute DEWP numeric
@attribute VIS numeric
@attribute TIDE numeric
@attribute WDIR numeric

@data
100040,0.780488,0.680702,0.406308,0.445126,0.485275,?,0.414824,0.537688,0.037037,?,?,?,0.688022
100110,0.687805,0.603509,0.444341,0.532802,0.528809,?,0.43433,0.527638,0.037037,?,?,?,0.649025
100360,0.570732,0.540351,0.518553,0.622931,0.631242,?,0.469441,0.502513,0.037037,?,?,?,0.651811
100490,0.580488,0.512281,0.540816,0.677498,0.692702,?,0.483745,0.38191,0.037037,?,?,?,0.660167
100710,0.697561,0.649123,0.589981,0.575107,0.685019,?,0.50065,0.427136,0.037037,?,?,?,0.70195
101030,0.560976,0.484211,0.415584,0.740037,0.574904,?,0.524057,0.361809,0.037037,?,?,?,0.754875
101450,0.629268,0.561404,0.404453,0.532802,0.509603,?,0.572172,0.326633,0.037037,?,?,?,0.749304
101770,0.707317,0.610526,0.38961,0.532802,0.486556,?,0.603381,0.261307,0.037037,?,?,?,0.729805
102060,0.770732,0.684211,0.438776,0.532802,0.508323,?,0.620286,0.251256,0.037037,?,?,?,0.749304
102060,0.839024,0.740351,0.539889,0.575107,0.572343,?,0.654096,0.130653,0.037037,?,?,?,0.766017
102060,0.570732,0.508772,0.456401,0.494788,0.595391,?,0.642393,0.070352,0.037037,?,?,?,0.779944
102360,0.521951,0.480702,0.35436,0.494788,0.512164,?,0.654096,0.105528,0.027778,?,?,?,0.891365
102790,0.780488,0.663158,0.416512,0.445126,0.501921,?,0.682705,0.306533,0.037037,?,?,?,0.832869
103170,0.058537,0.122807,0.225417,0.445126,0.40589,?,0.771131,0.321608,0.027778,?,?,?,0.961003
103200,0.243902,0.217544,0.183673,0.342735,0.40589,?,0.79974,0.321608,0.027778,?,?,?,0.654596
102910,0.443902,0.378947,0.1141,0.303495,0.195903,?,0.781534,0.386935,0.037037,?,?,?,0.590529
102390,0.585366,0.491228,0.219852,0.19252,0.277849,?,0.713914,0.437186,0.037037,?,?,?,0.545961
102270,0.341463,0.287719,0.185529,0.303495,0.331626,?,0.685306,0.527638,0.046296,?,?,?,0.718663
102340,0.526829,0.45614,0.239332,0.342735,0.332907,?,0.689207,0.532663,0.055556,?,?,?,0.727019
102420,0.55122,0.487719,0.239332,0.389332,0.321383,?,0.693108,0.532663,0.055556,?,?,?,0.738162
102540,0.24878,0.217544,0.195733,0.445126,0.393086,?,0.694408,0.522613,0.046296,?,?,?,0.735376
102400,0.073171,0.087719,0.210575,0.622931,0.505762,?,0.671001,0.442211,0.055556,?,?,?,0.175487
102470,0.302439,0.277193,0.164193,0.677498,0.416133,?,0.656697,0.422111,0.055556,?,?,?,0.139276
102370,0.346341,0.301754,0.166048,0.575107,0.359795,?,0.654096,0.432161,0.055556,?,?,?,0.08078
102410,0.282927,0.245614,0.124304,0.575107,0.368758,?,0.651495,0.467337,0.037037,?,?,?,0.064067
102210,0.385366,0.329825,0.138219,0.494788,0.290653,?,0.618986,0.442211,0.046296,?,?,?,0.05571
101700,0.385366,0.329825,0.122449,0.575107,0.248399,?,0.543563,0.41206,0.027778,?,?,?,0.983287
100990,0.556098,0.473684,0.164193,0.1729,0.208707,?,0.448635,0.437186,0.037037,?,?,?,0.008357
100320,0.64878,0.554386,0.261596,0.269773,0.304738,?,0.362809,0.396985,0.046296,?,?,?,0.905292
99780,0.507317,0.449123,0.225417,0.269773,0.307298,?,0.342003,0.331658,0.046296,?,?,?,0.835655
99760,0.380488,0.357895,0.21243,0.342735,0.357234,?,0.345904,0.301508,0.037037,?,?,?,0.704735
99970,0.209756,0.2,0.205937,0.494788,0.422535,?,0.379714,0.331658,0.037037,?,?,?,0.774373
100290,0.156098,0.192982,0.180891,0.303495,0.431498,?,0.404421,0.371859,0.037037,?,?,?,0.816156
100550,0.370732,0.319298,0.157699,0.494788,0.363636,?,0.425228,0.331658,0.055556,?,?,?,0.94429
100590,0.341463,0.347368,0.222635,0.389332,0.379001,?,0.427828,0.256281,0.064815,?,?,?,0.896936
100370,0.463415,0.452632,0.363636,0.445126,0.559539,?,0.410923,0.241206,0.064815,?,?,?,0.924791
100260,0.473171,0.442105,0.344156,0.445126,0.514725,?,0.40052,0.20603,0.064815,?,?,?,0.852368
100080,0.453659,0.410526,0.371058,0.532802,0.526248,?,0.383615,0.170854,0.055556,?,?,?,0.774373
99930,0.546341,0.477193,0.35436,0.494788,0.482714,?,0.355007,0.211055,0.055556,?,?,?,0.902507
99940,0.512195,0.431579,0.318182,0.494788,0.476312,?,0.345904,0.236181,0.055556,?,?,?,0.86351
100140,0.546341,0.466667,0.340445,0.445126,0.475032,?,0.351105,0.281407,0.055556,?,?,?,0.832869
100470,0.531707,0.445614,0.332096,0.445126,0.454545,?,0.377113,0.376884,0.055556,?,?,?,0.89415
100680,0.531707,0.45614,0.368275,0.445126,0.540333,?,0.420026,0.41206,0.055556,?,?,?,0.94429
100660,0.395122,0.333333,0.274583,0.445126,0.440461,?,0.43173,0.40201,0.055556,?,?,?,0.913649
100290,0.360976,0.308772,0.22449,0.303495,0.380282,?,0.413524,0.316583,0.064815,?,?,?,0.874652
99800,0.092683,0.115789,0.123377,0.342735,0.316261,?,0.355007,0.286432,0.055556,?,?,?,0.576602
99360,0.195122,0.175439,0.1141,0.215205,0.261204,?,0.296489,0.261307,0.055556,?,?,?,0.651811
99230,0.097561,0.098246,0.090909,0.215205,0.326504,?,0.273082,0.251256,0.055556,?,?,?,0.300836
99240,0.22439,0.210526,0.086271,0.389332,0.263764,?,0.276983,0.331658,0.064815,?,?,?,0.62117
99210,0.092683,0.150877,0.075139,0.445126,0.387964,?,0.280884,0.301508,0.055556,?,?,?,0.473538
99230,0.17561,0.178947,0.089981,0.677498,0.396927,?,0.278283,0.311558,0.055556,?,?,?,0.479109
99260,0.458537,0.389474,0.180891,0.494788,0.471191,?,0.258778,0.396985,0.055556,?,?,?,0.359331
99240,0.414634,0.368421,0.218924,0.575107,0.454545,?,0.263979,0.447236,0.055556,?,?,?,0.364903
99210,0.380488,0.329825,0.166976,0.575107,0.408451,?,0.26658,0.447236,0.055556,?,?,?,0.398329
99310,0.292683,0.252632,0.163265,0.575107,0.417414,?,0.280884,0.396985,0.055556,?,?,?,0.729805
99390,0.180488,0.164912,0.137291,0.303495,0.50064,?,0.287386,0.417085,0.055556,?,?,?,0.763231
99570,0.439024,0.392982,0.215213,0.532802,0.361076,?,0.317295,0.321608,0.055556,?,?,?,0.779944
99780,0.536585,0.470175,0.207792,0.303495,0.331626,?,0.340702,0.286432,0.055556,?,?,?,0.729805
100050,0.536585,0.463158,0.244898,0.389332,0.377721,?,0.377113,0.236181,0.055556,?,?,?,0.732591
100250,0.658537,0.550877,0.276438,0.342735,0.370038,?,0.39922,0.21608,0.055556,?,?,?,0.752089
100670,0.639024,0.536842,0.359926,0.494788,0.443022,?,0.452536,0.256281,0.055556,?,?,?,0.768802
100750,0.507317,0.459649,0.293135,0.342735,0.413572,?,0.475943,0.221106,0.055556,?,?,?,0.752089
100900,0.365854,0.333333,0.246753,0.389332,0.418694,?,0.488947,0.211055,0.046296,?,?,?,0.746518
100990,0.278049,0.252632,0.21243,0.445126,0.457106,?,0.492848,0.170854,0.046296,?,?,?,0.704735
101210,0.102439,0.126316,0.265306,0.532802,0.549296,?,0.522757,0.271357,0.064815,?,?,?,0.651811
101340,0.263415,0.249123,0.234694,0.445126,0.490397,?,0.539662,0.301508,0.055556,?,?,?,0.724234
101480,0.370732,0.445614,0.254174,0.445126,0.394366,?,0.542263,0.306533,0.046296,?,?,?,0.693593
101450,0.282927,0.252632,0.181818,0.445126,0.37388,?,0.53446,0.417085,0.046296,?,?,?,0.807799
101350,0.341463,0.291228,0.181818,0.342735,0.336748,?,0.547464,0.371859,0.055556,?,?,?,0.682451
101230,0.219512,0.189474,0.112245,0.445126,0.291933,?,0.53316,0.306533,0.046296,?,?,?,0.818942
101160,0.043902,0.059649,0.115028,0.342735,0.367478,?,0.516255,0.316583,0.046296,?,?,?,0.657382
101150,0.078049,0.084211,0.08256,0.389332,0.325224,?,0.495449,0.296482,0,?,?,?,0.481894
101230,0.146341,0.140351,0.064007,0.342735,0.288092,?,0.495449,0.38191,0.046296,?,?,?,0.281337
101260,0.190244,0.164912,0.058442,0.240956,0.203585,?,0.49935,0.437186,0.046296,?,?,?,0.200557
101260,0.195122,0.17193,0.102968,0.269773,0.299616,?,0.491547,0.40201,0.046296,?,?,?,0.02507
101040,0.326829,0.291228,0.135436,0.342735,0.37644,?,0.482445,0.38191,0.046296,?,?,?,0.963788
100940,0.487805,0.421053,0.27551,0.389332,0.421255,?,0.50065,0.170854,0.046296,?,?,?,0.704735
101090,0.321951,0.333333,0.254174,0.445126,0.491677,?,0.514954,0.130653,0.046296,?,?,?,0.64624
101300,0.214634,0.210526,0.236549,0.389332,0.501921,?,0.540962,0.150754,0.046296,?,?,?,0.682451
101640,0.034146,0.077193,0.220779,0.389332,0.522407,?,0.56567,0.241206,0.055556,?,?,?,0.86351
101940,0.380488,0.347368,0.183673,0.445126,0.43662,?,0.591678,0.301508,0.055556,?,?,?,0.019499
102390,0.42439,0.378947,0.148423,0.389332,0.245839,?,0.635891,0.366834,0.055556,?,?,?,0.02507
102830,0.414634,0.354386,0.176252,0.389332,0.299616,?,0.695709,0.376884,0.046296,?,?,?,0.969359
103040,0.336585,0.301754,0.154917,0.303495,0.258643,?,0.745124,0.366834,0.046296,?,?,?,0.885794
103150,0.2,0.178947,0.112245,0.342735,0.322663,?,0.776333,0.311558,0.046296,?,?,?,0.721448
103090,0.229268,0.217544,0.09462,0.240956,0.304738,?,0.793238,0.321608,0.055556,?,?,?,0.67688
102980,0.370732,0.34386,0.09833,0.240956,0.235595,?,0.786736,0.366834,0.055556,?,?,?,0.576602
102320,0.604878,0.540351,0.168831,0.138565,0.197183,?,0.725618,0.432161,0.055556,?,?,?,0.476323
101580,0.780488,0.705263,0.360853,0.389332,0.40589,?,0.625488,0.407035,0.055556,?,?,?,0.473538
101450,0.526829,0.449123,0.318182,0.445126,0.434059,?,0.56697,0.487437,0.046296,?,?,?,0.740947
101680,0.604878,0.540351,0.30705,0.389332,0.431498,?,0.573472,0.467337,0.046296,?,?,?,0.746518
101900,0.463415,0.403509,0.355288,0.389332,0.501921,?,0.56697,0.502513,0.064815,?,?,?,0.869081
101890,0.44878,0.414035,0.267161,0.622931,0.476312,?,0.564369,0.477387,0.064815,?,?,?,0.961003
101780,0.287805,0.252632,0.214286,0.303495,0.416133,?,0.563069,0.452261,0.055556,?,?,?,0.047354
101800,0.234146,0.203509,0.156772,0.622931,0.408451,?,0.572172,0.447236,0.046296,?,?,?,0.022284
101780,0.258537,0.217544,0.12616,0.240956,0.323944,?,0.572172,0.457286,0.064815,?,?,?,0.022284
101510,0.209756,0.2,0.092764,0.445126,0.317542,?,0.563069,0.432161,0.064815,?,?,?,0.245125
101210,0.190244,0.17193,0.102968,0.389332,0.413572,?,0.521456,0.38191,0.064815,?,?,?,0.37883
100940,0.390244,0.350877,0.157699,0.740037,0.528809,?,0.486346,0.427136,0.064815,?,?,?,0.356546
100760,0.439024,0.389474,0.176252,0.532802,0.350832,?,0.448635,0.522613,0.064815,?,?,?,0.245125
100620,0.414634,0.354386,0.201299,0.494788,0.339309,?,0.422627,0.522613,0.064815,?,?,?,0.286908
100280,0.453659,0.378947,0.153989,0.532802,0.259923,?,0.401821,0.522613,0.064815,?,?,?,0.32312
99990,0.360976,0.298246,0.167904,0.240956,0.302177,?,0.384915,0.527638,0.064815,?,?,?,0.356546
99830,0.404878,0.34386,0.246753,0.740037,0.514725,?,0.361508,0.537688,0.064815,?,?,?,0.373259
99490,0.463415,0.396491,0.296846,0.740037,0.567222,?,0.305592,0.532663,0.064815,?,?,?,0.292479
99160,0.380488,0.354386,0.261596,0.677498,0.477593,?,0.237971,0.527638,0.064815,?,?,?,0.292479
98950,0.463415,0.421053,0.2718,0.677498,0.464789,?,0.196359,0.537688,0.064815,?,?,?,0.233983
98880,0.365854,0.305263,0.257885,0.532802,0.445583,?,0.171651,0.537688,0.074074,?,?,?,0.278552
98700,0.37561,0.319298,0.24026,0.494788,0.450704,?,0.188557,0.532663,0.064815,?,?,?,0.278552
98720,0.307317,0.277193,0.215213,0.494788,0.451985,?,0.182055,0.522613,0.064815,?,?,?,0.239554
98750,0.419512,0.34386,0.207792,0.532802,0.416133,?,0.171651,0.532663,0.064815,?,?,?,0.181058
98810,0.331707,0.294737,0.230983,0.494788,0.489117,?,0.174252,0.542714,0.074074,?,?,?,0.18663
98960,0.292683,0.25614,0.237477,0.389332,0.43662,?,0.196359,0.547739,0.064815,?,?,?,0.208914
99110,0.429268,0.37193,0.269017,0.445126,0.521127,?,0.213264,0.532663,0.064815,?,?,?,0.066852
99460,0.365854,0.308772,0.217996,0.445126,0.381562,?,0.241873,0.532663,0.064815,?,?,?,0.094708
99900,0.317073,0.259649,0.209647,0.445126,0.428937,?,0.304291,0.542714,0.074074,?,?,?,0.066852
100280,0.15122,0.150877,0.189239,0.389332,0.46991,?,0.360208,0.517588,0.064815,?,?,?,0.02507
100560,0.195122,0.182456,0.202226,0.494788,0.588988,?,0.405722,0.497487,0.064815,?,?,?,0.220056
100830,0.307317,0.280702,0.218924,0.575107,0.581306,?,0.43303,0.512563,0.064815,?,?,?,0.153203
101040,0.4,0.347368,0.20872,0.494788,0.435339,?,0.460338,0.517588,0.074074,?,?,?,0.155989
101170,0.44878,0.421053,0.170686,0.445126,0.364917,?,0.475943,0.522613,0.074074,?,?,?,0.164345
101310,0.365854,0.326316,0.164193,0.494788,0.322663,?,0.495449,0.497487,0.074074,?,?,?,0.153203
101390,0.35122,0.298246,0.117811,0.532802,0.258643,?,0.50065,0.522613,0.064815,?,?,?,0.155989
101460,0.380488,0.340351,0.130798,0.445126,0.270166,?,0.507152,0.562814,0.083333,?,?,?,0.144847
101360,0.414634,0.368421,0.127087,0.740037,0.229193,?,0.495449,0.512563,0.092593,?,?,?,0.089136
101170,0.565854,0.529825,0.170686,0.622931,0.240717,?,0.46814,0.507538,0.083333,?,?,?,0.027855
100990,0.614634,0.529825,0.209647,0.240956,0.286812,?,0.440832,0.522613,0.074074,?,?,?,0.997214
100790,0.492683,0.421053,0.215213,0.215205,0.282971,?,0.449935,0.497487,0.083333,?,?,?,0.947075
100880,0.541463,0.477193,0.301484,0.532802,0.445583,?,0.456437,0.502513,0.074074,?,?,?,0.910864
101080,0.556098,0.508772,0.327458,0.575107,0.464789,?,0.494148,0.487437,0.074074,?,?,?,0.871866
101490,0.478049,0.410526,0.314471,0.342735,0.458387,?,0.542263,0.502513,0.064815,?,?,?,0.885794
101730,0.321951,0.284211,0.24397,0.445126,0.423816,?,0.60078,0.507538,0.074074,?,?,?,0.830084
102060,0.278049,0.238596,0.20872,0.389332,0.421255,?,0.651495,0.462312,0.074074,?,?,?,0.746518
102260,0.317073,0.287719,0.207792,0.269773,0.385403,?,0.693108,0.492462,0.074074,?,?,?,0.713092
102400,0.317073,0.277193,0.146568,0.342735,0.34315,?,0.724317,0.487437,0.074074,?,?,?,0.532033
102580,0.414634,0.347368,0.150278,0.110975,0.22023,?,0.742523,0.532663,0.074074,?,?,?,0.532033
102640,0.390244,0.336842,0.128015,0.215205,0.241997,?,0.756827,0.537688,0.074074,?,?,?,0.487465
102630,0.458537,0.382456,0.136364,0.269773,0.207426,?,0.764629,0.542714,0.074074,?,?,?,0.476323
102640,0.468293,0.407018,0.209647,0.677498,0.366197,?,0.760728,0.547739,0.074074,?,?,?,0.451253
102790,0.409756,0.382456,0.264378,0.445126,0.464789,?,0.769831,0.547739,0.074074,?,?,?,0.465181
102880,0.390244,0.329825,0.217996,0.532802,0.400768,?,0.778934,0.537688,0.074074,?,?,?,0.481894
103020,0.336585,0.291228,0.206865,0.494788,0.417414,?,0.780234,0.527638,0.074074,?,?,?,0.518106
103280,0.141463,0.126316,0.192022,0.494788,0.564661,?,0.802341,0.462312,0.083333,?,?,?,0.735376
103460,0.087805,0.087719,0.164193,0.532802,0.541613,?,0.819246,0.527638,0.12037,?,?,?,0.662953
103600,0.131707,0.119298,0.133581,0.445126,0.518566,?,0.842653,0.477387,0.101852,?,?,?,0.610028
103690,0.204878,0.178947,0.099258,0.342735,0.391805,?,0.856957,0.482412,0.083333,?,?,?,0.660167
103980,0.243902,0.203509,0.093692,0.342735,0.352113,?,0.886866,0.522613,0.083333,?,?,?,0.674095
104160,0.195122,0.168421,0.076067,0.303495,0.31242,?,0.908973,0.517588,0.101852,?,?,?,0.754875
104270,0.068293,0.066667,0.06308,0.303495,0.408451,?,0.928479,0.482412,0.101852,?,?,?,0.910864
104180,0.04878,0.059649,0.091837,0.445126,0.540333,?,0.918075,0.467337,0.092593,?,?,?,0.158774
104020,0.073171,0.077193,0.090909,0.494788,0.540333,?,0.908973,0.517588,0.101852,?,?,?,0.345404
103660,0.229268,0.252632,0.075139,0.445126,0.53265,?,0.855657,0.497487,0.12037,?,?,?,0.389972
103370,0.297561,0.245614,0.072356,0.445126,0.263764,?,0.815345,0.517588,0.111111,?,?,?,0.334262
103180,0.268293,0.245614,0.096475,0.532802,0.329065,?,0.785436,0.467337,0.111111,?,?,?,0.370474
103160,0.204878,0.185965,0.146568,0.494788,0.603073,?,0.776333,0.537688,0.111111,?,?,?,0.356546
103060,0.121951,0.126316,0.186456,0.389332,0.627401,?,0.769831,0.512563,0.138889,?,?,?,0.197772
102730,0.282927,0.235088,0.132653,0.445126,0.476312,?,0.736021,0.522613,0.12037,?,?,?,0.384401
102340,0.336585,0.298246,0.130798,0.389332,0.354673,?,0.671001,0.502513,0.111111,?,?,?,0.345404
102050,0.473171,0.417544,0.179963,0.622931,0.309859,?,0.629389,0.502513,0.12037,?,?,?,0.339833
101850,0.395122,0.350877,0.158627,0.445126,0.272727,?,0.589077,0.512563,0.101852,?,?,?,0.261838
101800,0.492683,0.414035,0.163265,0.215205,0.201024,?,0.56827,0.527638,0.101852,?,?,?,0.233983
101830,0.37561,0.326316,0.128942,0.19252,0.235595,?,0.56827,0.537688,0.092593,?,?,?,0.208914
102060,0.146341,0.161404,0.317254,0.812998,0.882202,?,0.604681,0.562814,0.111111,?,?,?,0.264624
102180,0.107317,0.119298,0.217996,0.740037,0.822023,?,0.63459,0.552764,0.12037,?,?,?,0.108635
102260,0.014634,0.045614,0.200371,0.622931,0.78105,?,0.656697,0.542714,0.111111,?,?,?,0.977716
102370,0.082927,0.080702,0.158627,0.575107,0.773367,?,0.677503,0.542714,0.12037,?,?,?,0.832869
102450,0.126829,0.115789,0.122449,0.494788,0.661972,?,0.691808,0.537688,0.166667,?,?,?,0.735376
102500,0.126829,0.122807,0.091837,0.532802,0.600512,?,0.706112,0.527638,0.157407,?,?,?,0.601671
102550,0.229268,0.2,0.090909,0.494788,0.582586,?,0.712614,0.512563,0.12963,?,?,?,0.548747
102530,0.170732,0.150877,0.06679,0.445126,0.409731,?,0.706112,0.492462,0.12963,?,?,?,0.392758
102370,0.37561,0.329825,0.069573,0.445126,0.149808,?,0.669701,0.537688,0.12963,?,?,?,0.337047
101950,0.502439,0.410526,0.120594,0.154506,0.122919,?,0.591678,0.517588,0.12037,?,?,?,0.270195
101370,0.64878,0.585965,0.253247,0.269773,0.293214,?,0.507152,0.537688,0.111111,?,?,?,0.256267
100930,0.736585,0.635088,0.455473,0.494788,0.53265,?,0.444733,0.557789,0.101852,?,?,?,0.278552
100630,0.580488,0.491228,0.424861,0.532802,0.53137,?,0.414824,0.577889,0.101852,?,?,?,0.331476
100600,0.541463,0.473684,0.293135,0.532802,0.449424,?,0.438231,0.567839,0.111111,?,?,?,0.32312
100650,0.580488,0.477193,0.335807,0.532802,0.432778,?,0.443433,0.577889,0.111111,?,?,?,0.348189
100830,0.565854,0.484211,0.357143,0.494788,0.504481,?,0.469441,0.572864,0.101852,?,?,?,0.342618
101050,0.580488,0.512281,0.328386,0.532802,0.450704,?,0.491547,0.577889,0.101852,?,?,?,0.325905
101000,0.585366,0.519298,0.302412,0.575107,0.411012,?,0.485046,0.572864,0.111111,?,?,?,0.337047
101010,0.321951,0.291228,0.315399,0.575107,0.487836,?,0.501951,0.542714,0.101852,?,?,?,0.364903
101160,0.44878,0.375439,0.22449,0.494788,0.371319,?,0.505852,0.552764,0.111111,?,?,?,0.339833
101230,0.2,0.175439,0.198516,0.494788,0.390525,?,0.529259,0.582915,0.12037,?,?,?,0.320334
101380,0.22439,0.192982,0.150278,0.303495,0.371319,?,0.535761,0.522613,0.12037,?,?,?,0.250696
101490,0.190244,0.17193,0.136364,0.445126,0.370038,?,0.556567,0.542714,0.12037,?,?,?,0.289694
101680,0.209756,0.178947,0.1141,0.342735,0.339309,?,0.574772,0.547739,0.12037,?,?,?,0.334262
101790,0.24878,0.207018,0.117811,0.240956,0.332907,?,0.595579,0.592965,0.138889,?,?,?,0.286908
101820,0.239024,0.217544,0.080705,0.240956,0.248399,?,0.592978,0.567839,0.12963,?,?,?,0.245125
101780,0.282927,0.249123,0.084416,0.269773,0.247119,?,0.581274,0.567839,0.12963,?,?,?,0.225627
101660,0.360976,0.308772,0.128015,0.389332,0.294494,?,0.560468,0.567839,0.12037,?,?,?,0.233983
101570,0.346341,0.305263,0.186456,0.445126,0.431498,?,0.544863,0.582915,0.12963,?,?,?,0.233983
101450,0.390244,0.333333,0.185529,0.445126,0.345711,?,0.525358,0.572864,0.12963,?,?,?,0.231198
101350,0.429268,0.37193,0.206865,0.494788,0.398207,?,0.496749,0.582915,0.12963,?,?,?,0.208914
101360,0.473171,0.414035,0.200371,0.389332,0.327785,?,0.488947,0.582915,0.12963,?,?,?,0.197772
101380,0.360976,0.305263,0.181818,0.494788,0.371319,?,0.494148,0.60804,0.138889,?,?,?,0.189415
101430,0.278049,0.224561,0.136364,0.445126,0.288092,?,0.511053,0.567839,0.138889,?,?,?,0.200557
101450,0.243902,0.217544,0.106679,0.445126,0.289373,?,0.537061,0.542714,0.12963,?,?,?,0.158774
101560,0.15122,0.150877,0.102041,0.342735,0.354673,?,0.570871,0.497487,0.12963,?,?,?,0.883008
101700,0.190244,0.196491,0.180891,0.494788,0.642766,?,0.603381,0.592965,0.185185,?,?,?,0.78273
101860,0.258537,0.231579,0.155844,0.494788,0.492958,?,0.63329,0.567839,0.166667,?,?,?,0.760446
102080,0.370732,0.312281,0.135436,0.532802,0.366197,?,0.652796,0.497487,0.148148,?,?,?,0.727019
102300,0.326829,0.280702,0.107607,0.389332,0.244558,?,0.671001,0.527638,0.148148,?,?,?,0.713092
102450,0.209756,0.2,0.099258,0.389332,0.303457,?,0.681404,0.552764,0.157407,?,?,?,0.679666
102600,0.160976,0.14386,0.104824,0.342735,0.379001,?,0.693108,0.582915,0.157407,?,?,?,0.735376
102640,0.141463,0.126316,0.09833,0.342735,0.366197,?,0.702211,0.577889,0.157407,?,?,?,0.668524
102680,0.2,0.17193,0.099258,0.269773,0.275288,?,0.710013,0.572864,0.157407,?,?,?,0.816156
102670,0.185366,0.157895,0.074212,0.342735,0.290653,?,0.715215,0.61809,0.194444,?,?,?,0.777159
102600,0.102439,0.087719,0.073284,0.240956,0.297055,?,0.712614,0.547739,0.175926,?,?,?,0.774373
102440,0.180488,0.154386,0.053803,0.269773,0.295775,?,0.698309,0.522613,0.175926,?,?,?,0.637883
102260,0.195122,0.17193,0.039889,0.215205,0.22023,?,0.674902,0.527638,0.175926,?,?,?,0.381616
102040,0.341463,0.301754,0.044527,0.215205,0.055058,?,0.628088,0.562814,0.194444,?,?,?,0.376045
101730,0.419512,0.34386,0.096475,0.110975,0.112676,?,0.579974,0.537688,0.166667,?,?,?,0.303621
101560,0.473171,0.403509,0.157699,0.1729,0.21767,?,0.525358,0.527638,0.157407,?,?,?,0.259053
101630,0.57561,0.512281,0.223562,0.269773,0.289373,?,0.511053,0.552764,0.148148,?,?,?,0.194986
101880,0.517073,0.438596,0.226345,0.303495,0.323944,?,0.529259,0.577889,0.148148,?,?,?,0.114206
102010,0.44878,0.378947,0.201299,0.342735,0.331626,?,0.572172,0.567839,0.148148,?,?,?,0.091922
102000,0.307317,0.259649,0.158627,0.269773,0.299616,?,0.594278,0.567839,0.148148,?,?,?,0.030641
101980,0.234146,0.196491,0.170686,0.389332,0.395647,?,0.611183,0.592965,0.148148,?,?,?,0.972145
101530,0.170732,0.150877,0.153989,0.445126,0.489117,?,0.564369,0.572864,0.175926,?,?,?,0.713092
101250,0.126829,0.122807,0.133581,0.389332,0.53265,?,0.530559,0.497487,0.166667,?,?,?,0.827298
101140,0.058537,0.087719,0.112245,0.389332,0.403329,?,0.517555,0.447236,0.166667,?,?,?,0.197772
101280,0.243902,0.22807,0.068646,0.389332,0.37516,?,0.537061,0.447236,0.185185,?,?,?,0.339833
101420,0.195122,0.189474,0.069573,0.389332,0.297055,?,0.555267,0.457286,0.175926,?,?,?,0.373259
101620,0.234146,0.214035,0.058442,0.342735,0.239437,?,0.578674,0.512563,0.166667,?,?,?,0.417827
101580,0.463415,0.4,0.100186,0.445126,0.161332,?,0.56697,0.567839,0.166667,?,?,?,0.306407
101450,0.380488,0.336842,0.19295,0.389332,0.327785,?,0.548765,0.562814,0.166667,?,?,?,0.445682
101400,0.443902,0.385965,0.234694,0.445126,0.390525,?,0.572172,0.547739,0.157407,?,?,?,0.534819
100750,0.380488,0.315789,0.247681,0.389332,0.411012,?,0.490247,0.567839,0.166667,?,?,?,0.543175
100600,0.24878,0.217544,0.204082,0.494788,0.458387,?,0.459038,0.547739,0.157407,?,?,?,0.593315
100780,0.170732,0.164912,0.186456,0.445126,0.396927,?,0.456437,0.582915,0.166667,?,?,?,0.554318
101300,0.429268,0.389474,0.16141,0.389332,0.297055,?,0.514954,0.58794,0.185185,?,?,?,0.807799
101460,0.458537,0.392982,0.204082,0.445126,0.306018,?,0.548765,0.577889,0.157407,?,?,?,0.905292
101540,0.297561,0.273684,0.181818,0.389332,0.384123,?,0.56697,0.643216,0.157407,?,?,?,0.86351
101610,0.302439,0.25614,0.152134,0.303495,0.396927,?,0.586476,0.59799,0.203704,?,?,?,0.81337
101620,0.317073,0.259649,0.154917,0.342735,0.297055,?,0.589077,0.603015,0.185185,?,?,?,0.785515
101630,0.258537,0.221053,0.179035,0.303495,0.363636,?,0.590377,0.61809,0.185185,?,?,?,0.768802
101810,0.502439,0.424561,0.292208,0.389332,0.432778,?,0.594278,0.547739,0.194444,?,?,?,0.857939
101940,0.57561,0.494737,0.349722,0.445126,0.471191,?,0.607282,0.527638,0.175926,?,?,?,0.860724
101980,0.44878,0.396491,0.269017,0.389332,0.404609,?,0.622887,0.552764,0.175926,?,?,?,0.841226
102050,0.195122,0.17193,0.170686,0.342735,0.331626,?,0.638492,0.562814,0.185185,?,?,?,0.844011
102000,0.068293,0.066667,0.158627,0.342735,0.362356,?,0.635891,0.522613,0.185185,?,?,?,0.844011
101950,0.087805,0.080702,0.113173,0.240956,0.272727,?,0.639792,0.517588,0.185185,?,?,?,0.668524
101730,0.190244,0.161404,0.076994,0.269773,0.276569,?,0.625488,0.557789,0.194444,?,?,?,0.626741
101480,0.282927,0.238596,0.083488,0.269773,0.199744,?,0.598179,0.572864,0.203704,?,?,?,0.568245
101400,0.126829,0.119298,0.080705,0.1729,0.184379,?,0.552666,0.487437,0.194444,?,?,?,0.445682
101630,0.141463,0.126316,0.089054,0.19252,0.275288,?,0.574772,0.477387,0.194444,?,?,?,1
